# {"t_start": 1542743781.2702985, "env_id": "HopperAdv-v1"} 
r,l,t
715.850266,213,444.497888
711.886889,220,445.246773
494.455278,178,445.894178
607.837088,187,446.53089
618.028081,189,447.214018
675.622213,207,447.918237
632.771164,194,448.529996
378.415613,133,456.428183
347.267669,132,456.87506
625.556129,198,457.555192
654.722208,223,458.420236
572.685037,185,459.150344
573.420612,182,459.818323
464.290958,150,460.388022
786.160289,251,461.329089
553.760183,172,461.997912
630.535504,194,462.797215
608.738985,193,463.512366
381.658125,132,468.419278
795.622827,251,469.335557
593.524936,191,470.042405
401.655656,150,470.576203
698.247071,222,471.319491
600.063827,193,471.992754
426.586135,143,472.563516
477.157062,154,473.151143
637.295912,194,473.882505
531.359407,178,474.583951
313.49279,134,475.133461
842.312331,272,481.53017
601.777879,181,482.26568
551.88853,186,483.003994
596.98505,182,483.671768
633.616656,187,484.347245
747.42286,237,485.181198
378.503434,134,485.708458
637.804953,185,486.376549
565.564659,178,487.062076
363.156307,138,487.595015
665.678238,224,488.423319
680.16799,210,493.609437
661.187552,204,494.354421
661.402476,208,495.175606
540.726333,177,495.857519
576.377321,175,496.535109
627.836687,191,497.305842
633.981242,189,498.016218
412.301262,140,498.57251
726.793908,227,499.468983
920.384082,283,500.581994
651.826572,205,501.367452
710.725094,219,507.608444
945.99238,305,508.679467
759.950872,226,509.541166
989.385441,302,510.734834
613.874783,203,511.529262
520.718267,171,512.201309
633.681107,198,512.980044
584.804115,183,513.721754
464.152228,166,514.368597
622.464087,200,520.058913
662.491951,215,520.924521
809.530169,246,521.760457
969.868994,301,522.91564
740.95503,232,523.782714
513.193856,159,524.398452
917.858752,285,525.537613
620.091587,184,526.201396
651.970199,209,526.980036
570.388519,187,533.313066
623.631237,190,533.954117
592.323239,178,534.600706
849.727825,270,535.590371
896.751856,284,536.640546
581.987973,177,537.318285
598.195666,204,538.091458
576.493879,174,538.748703
615.403208,182,539.472664
673.359123,207,540.27861
607.565662,196,545.982495
537.213009,163,546.644111
971.359397,296,547.819433
380.229915,133,548.330724
836.672336,278,549.523805
758.860167,273,550.746727
939.076527,349,552.240263
705.819923,209,553.093768
647.433658,211,553.885623
718.549686,221,560.150496
907.331804,298,561.186395
726.060535,227,562.027782
799.25254,244,562.937085
769.083425,243,563.82373
917.350617,283,564.844703
881.797459,259,565.795805
645.050076,184,566.478809
581.671031,177,572.15908
678.934092,206,572.888931
609.652705,182,573.568513
711.850046,222,574.399418
691.332489,213,575.138582
630.371189,184,575.784422
647.365164,193,576.497586
574.927597,181,577.152671
704.978117,204,577.919926
408.964701,140,578.400357
928.059443,284,586.695451
641.773182,187,587.350842
881.61291,281,588.465383
888.110654,266,589.543728
536.977038,167,590.222186
636.32545,199,590.957229
666.073571,205,591.688663
1039.877091,328,593.013462
371.861894,132,593.536637
632.288534,193,594.320464
531.469127,161,599.525188
686.258557,216,600.432746
514.250502,166,601.056445
1198.897213,363,602.410773
953.717963,295,603.51144
700.622746,225,604.331342
679.20917,202,605.061569
647.645253,192,605.76517
617.483705,189,606.367
524.142561,159,612.015224
686.248933,223,612.792606
1099.460559,333,613.987887
1242.294401,378,615.363051
1244.417767,376,616.769109
627.068733,192,617.484735
665.491878,208,618.217842
933.301718,286,619.216497
888.589994,290,625.125289
821.954905,287,626.206246
986.665803,300,627.375593
742.330774,226,628.184117
842.159082,255,629.091989
911.070717,277,630.116938
628.218278,190,630.765103
1254.699825,396,637.909251
936.872138,295,639.075679
934.973888,290,640.276164
904.393323,275,641.380326
648.584793,192,642.103604
509.476133,159,642.717974
685.492827,225,643.588006
775.23643,240,644.47208
467.423955,149,645.046913
955.766122,295,651.123857
733.744907,225,652.044965
645.191186,191,652.780395
791.996608,261,653.680837
935.812679,299,654.743091
1016.004923,294,655.851488
993.502684,300,657.067523
952.122412,286,664.078219
862.741787,260,665.10725
907.291101,280,666.139553
734.804231,231,666.992907
1037.341337,315,668.183577
1204.204236,386,669.589959
694.912524,212,670.432441
1156.424097,336,676.47221
697.318828,208,677.281976
630.071827,199,678.086066
733.425024,217,678.898058
1039.792553,324,680.110779
960.418292,293,681.153591
516.819382,161,681.785907
370.719604,130,682.304466
901.411878,262,683.218119
698.671706,216,684.062461
997.018661,311,690.973659
780.418873,230,691.885575
1105.224774,342,693.239511
1248.523507,400,694.730285
1819.03384,557,696.785683
1060.089493,339,703.47705
908.860063,278,704.533477
897.208861,273,705.546952
1156.850444,336,706.761224
863.340821,291,707.8038
931.431303,288,708.920782
738.655496,228,709.791077
944.253833,294,722.668012
1208.180721,366,723.989749
1186.579747,369,725.340769
1094.633634,329,726.58766
1276.767721,388,728.082924
901.103045,279,729.062701
1410.618517,421,736.398935
1310.052547,408,738.000556
1145.568459,343,739.232396
956.459611,285,740.211522
1169.442031,353,741.50552
910.180964,264,742.508662
1514.975127,466,751.037282
1378.884636,424,752.596983
943.861697,312,753.733746
1031.355209,328,755.042736
935.583095,306,756.30792
1187.649727,353,757.659981
929.356478,274,764.370748
1495.411751,439,765.983282
2001.309317,611,768.247575
854.825872,248,769.194184
1093.833981,345,770.46851
1378.13559,421,778.311704
2627.574123,820,781.432216
1181.446801,356,782.802522
1513.791866,457,784.652977
1212.062088,383,791.543993
1186.902527,362,792.842951
1111.945443,350,794.122239
924.72718,282,795.144002
718.102646,223,795.947712
1312.936721,412,797.425529
1151.99161,382,805.060973
1249.301442,362,806.503174
1771.461384,530,808.497298
950.187971,286,809.604656
962.206275,316,810.742163
1081.70456,321,812.000226
2247.443586,653,820.007264
1208.773855,379,821.502623
636.822642,190,822.232485
1081.937951,352,823.569794
1709.974285,539,825.636605
1469.901965,447,836.344229
1518.116447,455,838.142298
1528.532966,460,839.938604
991.354366,293,840.982251
1038.212504,329,842.261905
1162.037858,343,848.768332
2893.203938,886,852.064469
979.746797,280,853.13908
869.571695,244,854.030256
746.923171,224,854.846504
703.481612,209,865.521338
919.987261,272,866.526661
843.07375,244,867.46637
1144.253112,333,868.754908
623.340165,194,869.490727
1030.186083,322,870.748639
855.529507,291,871.871148
1620.910963,490,879.216323
1202.103729,374,880.62736
770.009552,234,881.589972
1264.694954,365,883.009101
1602.396187,480,884.875942
642.006997,193,885.606483
857.160509,280,886.714111
1979.069627,584,895.241185
1471.623116,442,896.889386
1450.74833,451,898.627678
1515.301559,492,900.47775
1185.117915,344,907.005256
811.621245,237,907.947442
1339.477779,396,909.493628
945.854407,284,910.589855
1013.57418,320,911.755767
974.394247,324,912.930612
1466.920646,453,923.707647
687.313281,208,924.463388
1188.42529,338,925.688349
877.339083,251,926.615457
1177.389232,362,927.827269
1028.625135,330,928.949134
1639.913048,478,938.928794
1264.60428,402,940.422103
981.411639,283,941.480365
1875.000622,553,943.538081
1022.886467,300,944.691525
1004.64372,289,945.729819
1194.718339,371,954.513832
1163.039785,350,955.906709
1229.852048,354,957.326655
1497.346226,445,959.089241
2049.271327,597,961.288296
1808.465302,540,968.132804
541.537332,172,968.769592
635.919769,192,969.537198
883.580741,255,970.491446
929.763237,268,971.497904
1578.46561,452,973.179885
665.882923,198,980.01758
988.284886,288,981.09451
1217.0577,357,982.441924
2069.894355,626,984.881819
810.414249,236,985.771265
934.868447,277,986.763393
1796.845043,536,993.799269
1077.547571,317,995.004705
960.181836,277,995.997174
1495.341717,445,997.706762
843.669526,240,998.653416
1350.096048,400,1000.069678
574.138708,180,1010.819051
1305.547237,380,1012.254316
1557.379185,448,1013.84726
675.887431,203,1014.634889
1082.212949,316,1015.784894
958.440555,279,1016.839258
653.993841,202,1017.616022
3266.559117,990,1026.385905
1320.321405,378,1027.772671
950.381349,283,1028.868156
3091.869279,923,1038.919569
3736.506986,1127,1043.145961
2013.449418,590,1053.426505
3790.164092,1164,1057.69293
659.875449,196,1058.398235
726.273848,213,1059.145541
658.959606,196,1059.833225
1163.506637,359,1069.941814
1339.383886,411,1071.5563
1160.42429,330,1072.807159
1494.811296,440,1074.504189
1668.574495,536,1076.575901
2499.741851,763,1085.137669
2162.723322,651,1087.516225
1276.295121,375,1088.880762
1780.45055,541,1097.281157
1924.613971,604,1099.495883
2421.073948,704,1102.089707
1182.654169,332,1103.364582
1828.496991,544,1110.734197
1890.439883,558,1112.720474
401.463883,140,1113.276479
1565.460264,453,1114.875589
1559.29633,469,1116.825511
1119.429314,317,1125.908745
851.60429,242,1126.856672
939.922841,268,1127.893324
649.45266,199,1128.631078
1532.7323,446,1130.274766
1303.400542,376,1131.759993
976.523128,277,1132.7892
1767.948144,495,1141.268308
966.980586,274,1142.270627
1178.170393,343,1143.622093
866.855608,293,1144.795559
666.171322,199,1145.576428
1286.925933,373,1146.919956
1400.447773,415,1163.786787
1276.934941,361,1165.066857
1724.82212,496,1166.910828
976.69305,276,1167.93663
854.616212,239,1168.791525
1521.189909,447,1175.581988
1285.133859,377,1177.02755
991.356869,284,1178.125791
1358.498503,390,1179.566196
1241.737772,348,1180.841742
1266.725436,369,1182.299589
1297.911211,370,1190.745056
1108.577971,312,1191.91731
1283.685051,378,1193.368494
1430.869999,402,1194.870378
1235.748615,350,1196.229151
1167.35278,333,1197.556676
1859.897047,538,1205.399639
1206.119864,365,1206.816816
1609.134089,468,1208.591913
1535.670139,442,1210.374945
1292.823765,374,1211.922818
1131.100425,329,1220.119733
1017.399017,293,1221.225058
1060.3882,307,1222.366652
1298.275496,373,1223.7619
489.640501,156,1224.321737
1064.512187,307,1225.508422
1263.060059,359,1232.610229
991.501636,289,1233.719321
1136.666241,324,1234.909007
1137.579801,319,1236.088089
1624.608365,471,1237.886313
880.070632,250,1238.84802
719.757508,205,1239.630048
1007.348534,286,1246.297652
1703.31353,487,1248.123535
920.627577,264,1249.078165
914.629381,294,1250.243117
2053.401571,611,1252.603385
876.506208,244,1253.511168
1176.102969,335,1259.67995
1714.343894,489,1261.53614
1295.321142,369,1263.052516
854.720164,283,1264.210877
2201.208253,637,1272.023386
1325.006226,377,1273.348834
1308.960893,381,1274.725594
798.420438,229,1275.526798
1663.798537,491,1277.322937
1507.720495,445,1278.95811
1302.059906,365,1285.939654
713.372,208,1286.733702
1924.886305,560,1288.891903
1016.616625,287,1290.041362
1222.380004,350,1291.44831
1228.740814,357,1310.360432
1313.07495,371,1311.74808
1534.199247,450,1313.459059
1863.233442,555,1315.691167
871.572653,249,1316.633256
1275.600077,381,1318.054146
1862.073684,538,1326.014577
2072.440702,603,1328.252072
1253.398306,364,1329.586452
1575.847152,453,1331.196003
984.587309,285,1338.48049
1363.32262,390,1340.089405
2514.748223,731,1342.800077
1516.454177,423,1344.281712
1245.043909,347,1351.511166
1294.620877,378,1352.974228
1430.042953,410,1354.466557
1397.369567,392,1356.044473
1645.278801,468,1357.810019
1385.121755,402,1365.309504
1195.679343,334,1366.610359
968.123016,275,1367.618961
781.752439,218,1368.479637
1312.232708,376,1369.945106
848.59837,241,1370.838555
1091.314264,330,1372.106862
967.459797,282,1378.671741
1307.259663,367,1380.099582
1423.575673,411,1381.831647
1147.163604,327,1383.115471
881.90396,250,1384.097784
874.714977,239,1385.005798
1469.846318,418,1386.575083
1366.021928,389,1393.916284
952.243849,271,1394.960947
1289.183749,367,1396.394698
1143.590648,319,1397.597458
1632.251842,463,1399.36465
971.998958,277,1406.049616
1323.013402,375,1407.403466
1207.062962,344,1408.670226
1662.286878,476,1410.463996
1514.118957,422,1412.127967
1382.931436,391,1413.640363
1162.684397,320,1421.283162
986.402641,278,1422.354085
1029.917561,292,1423.465226
1235.3155,349,1424.786227
2286.12573,654,1427.307491
900.321972,245,1434.836034
1014.437422,287,1435.937039
1206.425861,340,1437.229867
1397.614372,401,1438.80689
1628.808722,469,1440.645112
1016.091166,286,1441.70013
1550.518628,443,1463.55288
1161.110486,316,1464.861099
1693.110229,496,1466.786785
2123.688517,589,1469.065881
3667.639714,1066,1478.304941
731.772755,214,1479.122309
778.04506,221,1479.925725
694.646714,207,1480.771883
2890.91433,836,1490.509043
1508.447385,420,1492.182817
1475.406336,422,1493.739066
1352.159932,386,1495.243834
702.385996,201,1496.053315
1009.135058,278,1497.139272
1266.869656,350,1505.413766
940.206348,259,1506.467136
1660.01984,462,1508.133936
1573.839538,459,1509.787704
1069.061338,299,1510.925853
1085.054138,302,1512.044391
907.898427,253,1518.468161
1257.978921,340,1519.779993
1349.320976,373,1521.234445
1033.211286,288,1522.381504
973.238596,266,1523.37978
989.460348,289,1524.482314
1824.461718,515,1532.069666
1825.858428,530,1534.071693
1355.50939,390,1535.592827
1077.551285,300,1536.740768
1132.727633,322,1538.030072
943.383154,251,1538.982092
2076.366451,595,1547.479037
1199.114418,333,1548.714225
1057.220989,298,1549.895446
730.019975,209,1550.657125
1452.890385,404,1552.147641
1567.261779,435,1559.505738
2224.664046,627,1561.939223
1491.849546,411,1563.610047
1259.080423,368,1564.928953
1031.880405,289,1566.009875
1289.228779,367,1573.187047
1075.931092,304,1574.438859
1534.241364,435,1576.150108
1266.355621,354,1577.532052
1621.821388,451,1579.22485
1540.920779,426,1587.015214
1612.201455,455,1588.767324
1600.41805,459,1590.474668
2865.618297,818,1593.416928
1593.863463,454,1610.405205
1949.030463,544,1612.5638
1576.239561,443,1614.219399
710.305874,206,1615.002358
1120.303772,312,1616.224898
2055.323479,582,1624.596814
1540.925245,436,1626.226167
1013.434902,287,1627.327758
1011.736195,288,1628.353484
989.725403,274,1629.342669
728.710307,210,1630.132843
1250.959499,348,1631.37136
1797.23127,522,1639.350652
3310.120875,951,1643.054145
1045.469331,299,1644.096071
1871.032676,539,1652.515404
827.24451,232,1653.40784
1870.214872,519,1655.40939
1332.391127,375,1656.841937
1562.479808,439,1658.41067
1560.965677,444,1667.205953
1274.919853,357,1668.564346
1452.705779,402,1670.038005
2130.154529,612,1672.536201
1440.150379,404,1673.984961
2406.945395,661,1682.519636
1032.661101,287,1683.757219
1408.06271,389,1685.223103
1053.093091,284,1686.301146
1561.72378,442,1687.907409
1566.687573,429,1696.50292
1178.285117,331,1697.742238
1713.604365,473,1699.580309
1547.645117,434,1701.18731
1792.963735,498,1709.220284
1175.088978,322,1710.483241
2225.733303,629,1712.72204
1871.051035,528,1714.750531
1606.894099,452,1716.5062
1567.42765,432,1725.794985
1227.016657,332,1727.067157
2644.40354,736,1729.866454
1269.37953,349,1731.211034
1507.698934,426,1738.699238
2308.397166,637,1741.22092
1631.748307,457,1743.014577
1285.73955,371,1744.416519
1452.690317,396,1745.866195
1884.753569,538,1763.493626
1606.877913,444,1765.042022
1032.275911,284,1766.13334
1321.944697,362,1767.523979
1431.43997,388,1769.203056
2254.192634,626,1777.532619
1176.515088,325,1778.83631
1172.305173,320,1780.020451
1875.668725,518,1781.964967
1290.974931,353,1790.73339
1036.543842,285,1791.727664
2323.529791,644,1794.130694
3123.908868,876,1797.075999
2026.783965,565,1804.591734
966.51853,263,1805.628734
1909.396306,534,1807.686016
1205.34981,329,1808.937742
1206.173533,334,1810.20274
1229.439016,339,1818.482699
2323.369382,642,1821.073267
1000.602485,282,1822.174952
2298.971671,642,1824.46165
1811.176241,508,1832.271306
980.350128,265,1833.334442
832.190981,229,1834.179443
2719.631283,755,1836.887743
996.860016,278,1837.901501
2541.415573,714,1847.353086
1779.835454,487,1849.153506
1700.076354,469,1850.892774
1708.692125,470,1852.533315
1795.661038,500,1860.658236
2018.033141,571,1862.757972
2060.048602,572,1864.902994
6841.858656,1915,1881.35706
832.923513,234,1882.231583
1764.072462,479,1883.941672
1047.692709,285,1890.835181
1070.057434,300,1891.914172
1015.128485,286,1892.966198
1241.84962,340,1894.178854
1543.994798,421,1895.752254
1038.884582,289,1896.801616
2837.595342,786,1916.78354
5462.210364,1507,1930.244495
1003.40591,275,1931.211049
3301.343074,930,1934.653269
3079.374571,843,1945.261748
2838.303499,767,1948.132421
4259.487591,1171,1952.204962
2276.542458,626,1962.20362
2856.917232,789,1965.03364
751.511803,216,1965.868614
894.021627,245,1966.848401
1397.531683,383,1977.036906
2558.592636,693,1979.513932
1937.496136,523,1981.361801
2937.011568,794,1990.143162
1942.534247,535,1992.041803
2775.898449,752,1994.656277
2500.708734,688,2004.519233
1491.996825,400,2005.948219
2330.168086,628,2008.383868
1382.32405,381,2009.780665
1678.364751,458,2011.45203
1899.181208,509,2020.894231
5585.564543,1534,2026.536922
2029.349278,552,2037.077453
1356.320504,369,2038.456431
2452.370774,674,2040.804637
1839.112398,517,2042.661176
3991.961583,1091,2054.024219
1293.436399,345,2055.199475
1752.861161,478,2057.085375
1733.240314,465,2081.390008
936.747697,252,2082.349192
1958.566908,548,2084.495036
1266.138435,339,2085.718987
1937.701181,538,2087.757034
2132.142929,568,2097.52861
2888.359921,794,2100.362827
3189.286122,873,2112.619619
4251.595861,1163,2117.121896
4012.60199,1101,2128.692262
1278.648784,338,2129.960543
1202.581018,316,2131.063002
5268.907372,1445,2145.129816
4286.087881,1176,2149.406039
1126.502221,303,2150.589167
1560.700544,432,2159.666867
3436.47577,950,2163.087982
1983.027844,548,2165.21876
982.525472,265,2166.224332
1764.22785,478,2176.889602
5573.536071,1534,2182.898301
1631.798498,435,2191.986343
2834.397418,783,2194.719577
3308.679064,911,2198.077624
1929.074774,518,2209.33603
1940.111918,533,2211.272612
1111.71399,300,2212.4201
2154.489824,571,2214.483226
1481.230256,402,2223.567466
998.715243,276,2224.645919
2547.226134,680,2227.060992
2514.539569,676,2229.564587
1335.757319,350,2253.617929
2247.141196,600,2255.772884
3171.139699,865,2258.952173
4098.136376,1127,2270.388818
1042.637782,284,2271.337105
1287.629293,344,2272.647185
2533.572878,698,2275.126254
4022.784863,1105,2288.162852
2981.005636,814,2291.27075
1624.134244,438,2299.703912
1056.350265,290,2300.731203
2543.875537,684,2303.140846
2076.738995,555,2305.111354
2607.235986,706,2316.24268
3392.401838,911,2319.289132
1949.793733,524,2321.017604
2658.717976,718,2331.001424
1412.864229,380,2332.344206
1160.140686,305,2333.426812
2343.918019,633,2335.984267
2034.524541,538,2346.839541
2140.664547,567,2348.83952
1341.687055,356,2350.154602
3975.490824,1058,2361.50913
1943.39207,521,2363.454707
2096.669229,561,2365.606684
1347.247871,357,2366.981867
4928.254338,1311,2380.719659
4685.341467,1261,2392.705315
2332.21918,620,2394.997023
1343.980275,365,2396.461769
1053.507887,276,2397.435312
1444.285385,388,2398.795384
4151.392338,1110,2426.485105
2013.616631,541,2428.726819
1454.752123,390,2430.218143
1059.181262,288,2439.472099
1362.809052,361,2440.807438
2138.238292,570,2442.96958
1833.757298,485,2444.848401
2262.863114,607,2455.196283
1480.279666,385,2456.650354
3839.60783,1045,2460.664872
1883.005826,501,2462.521317
4419.488116,1204,2475.240383
5177.726888,1393,2487.695154
2087.669027,560,2489.654014
1128.754931,305,2490.76983
1122.475665,296,2491.865604
1078.737376,287,2492.975209
1314.437815,343,2502.124772
4180.518989,1120,2506.413577
4254.051973,1138,2520.16418
3005.702639,807,2522.992985
3520.621095,946,2534.301431
10769.783938,2907,2554.168681
3281.122548,905,2557.671619
1367.742073,371,2567.341157
5978.300061,1592,2573.405182
7346.444677,1998,2603.7528
6818.950994,1823,2618.926879
1670.147528,442,2620.651609
2326.325757,628,2631.937938
2438.21433,642,2634.455388
8291.079288,2213,2649.892455
3395.179073,898,2662.429977
2088.043576,550,2664.502554
1829.474256,491,2666.356428
1989.702892,525,2668.428354
3776.625381,1010,2680.460645
2011.075224,529,2682.558311
4797.975482,1287,2696.8991
2369.811965,639,2699.311498
1374.975401,363,2700.722381
3083.832042,817,2709.800085
1844.750418,483,2711.729132
3784.258467,991,2715.441949
2190.241849,590,2727.234638
4038.820235,1071,2731.167225
1997.767413,527,2733.104303
1427.189262,380,2742.587145
6611.599749,1764,2748.983442
2569.056408,678,2774.823874
2769.427094,739,2777.659063
3560.462263,947,2789.203681
4513.673547,1199,2793.72587
1356.765327,360,2795.017603
2312.520329,606,2807.101251
1844.050428,481,2808.9016
2263.866681,605,2811.1679
3445.202819,918,2820.584931
1461.458425,381,2822.332078
2021.457693,530,2824.473481
1341.025133,351,2825.875545
1505.578836,400,2827.421918
2124.692626,563,2834.923945
4858.177679,1298,2839.727016
2473.505361,657,2850.031318
2619.764818,697,2852.611721
2214.555954,582,2854.882992
2769.877975,722,2867.306936
4437.996665,1177,2871.765524
2690.369355,710,2879.937712
1637.069321,433,2881.603202
2026.451372,539,2883.646436
1400.360308,368,2885.133102
1379.045655,359,2886.611736
8120.445889,2167,2912.754753
1352.334204,365,2914.201228
2548.333957,672,2916.755431
1655.319113,431,2918.356894
3716.629812,982,2945.048821
1880.014652,495,2946.860976
3904.322566,1027,2950.675831
1938.466352,509,2959.27291
1481.208461,384,2960.696348
5247.612479,1386,2974.78013
12826.962817,3418,2994.984569
4497.455087,1177,3009.053854
3746.211966,974,3012.613401
1133.3564,295,3013.656876
4989.545293,1321,3026.457952
5293.036302,1428,3041.146369
4379.051001,1167,3045.502525
1245.490227,324,3046.701381
1394.880851,374,3053.774544
1372.702281,359,3055.127509
3194.88902,841,3058.186319
5485.29641,1458,3073.490762
2444.953783,644,3076.018327
13573.747571,3697,3117.639029
3233.262935,930,3128.870392
1031.774951,285,3129.959392
2129.308861,554,3132.035127
7821.596704,2048,3148.010166
1464.928328,396,3149.334079
4969.079232,1291,3161.796167
3686.315849,972,3165.643562
1923.731493,506,3177.384967
6985.40414,1840,3184.038344
5726.744629,1510,3197.827488
9914.211759,2599,3217.685103
4499.11508,1172,3230.03771
1467.798766,386,3231.474686
7400.971282,1968,3248.942541
2264.907934,589,3251.096827
9947.722881,2625,3292.570714
5206.774386,1376,3297.828061
4784.452907,1271,3310.520682
1322.163553,347,3311.919507
1301.348436,340,3313.257459
1894.019741,500,3325.36115
3219.20965,837,3328.574836
5250.056376,1372,3342.003926
1607.964233,424,3343.624042
1400.556802,367,3344.961057
4334.096319,1157,3357.398556
2005.758497,526,3359.522987
1389.655117,367,3360.887738
2504.173891,663,3363.412911
2239.95397,589,3373.528351
1658.989513,433,3375.164916
1957.500281,505,3377.045113
2555.235739,672,3379.606212
2161.86093,566,3390.204675
3643.620801,962,3394.118131
7336.447353,1948,3409.348381
4653.694805,1229,3421.61912
4097.20904,1085,3425.479971
2327.240942,611,3435.048519
1733.00308,455,3436.706724
1787.321125,470,3438.464196
2470.062986,644,3440.889302
3616.678292,935,3466.091141
2370.088372,630,3468.522049
6809.888738,1789,3483.502962
3501.190871,924,3486.98312
2968.879104,778,3497.852084
1822.070231,472,3499.654512
4268.488559,1126,3511.789162
2054.495081,535,3513.798789
4068.472495,1080,3517.997332
4392.872305,1155,3530.393723
3655.486145,957,3534.137171
1585.063459,419,3543.930175
1727.437947,445,3545.714711
2504.301619,654,3548.094322
4621.627591,1213,3559.872472
5265.092328,1346,3564.786273
1585.674096,417,3573.587368
1779.46739,457,3575.387283
2109.932398,552,3577.392664
2969.217533,784,3580.188792
1361.670394,351,3588.103775
1339.39503,345,3589.450819
1398.877113,373,3590.959486
2590.986969,668,3593.388037
1311.665402,341,3594.534449
2916.060683,755,3603.652166
3373.82877,889,3607.107032
3523.162074,918,3630.093623
1419.51789,371,3631.553752
3070.800006,809,3634.523449
1707.146517,442,3641.784653
1554.519663,408,3643.308994
1342.90891,347,3644.61832
1433.878976,374,3646.035126
1401.181136,366,3647.477633
1270.153881,329,3648.639195
1780.605414,463,3655.604064
1408.632154,367,3657.014847
2717.59287,725,3659.775616
1509.781761,388,3661.367518
1901.069149,496,3668.913492
1805.356421,480,3670.787852
2697.939864,703,3673.425909
1496.459438,388,3674.936745
1467.469118,392,3681.857122
1546.412436,395,3683.316867
1866.0013,490,3685.25626
1322.512801,342,3686.622972
1518.256529,394,3688.199493
1543.914543,402,3695.239244
1908.817861,499,3697.144644
1615.359871,413,3698.713052
1061.394195,286,3699.804617
2479.682132,655,3702.251271
1284.249086,335,3708.881296
1099.980872,293,3710.046222
1073.513442,289,3711.181473
1223.306515,321,3712.400493
1285.641876,333,3713.656706
1144.231731,305,3714.822215
1289.580991,333,3721.397367
4400.068727,1146,3725.915084
1798.761872,459,3727.618504
1414.691231,365,3729.00773
1545.683678,400,3736.370642
1200.980239,316,3737.72823
1984.633195,519,3739.857428
1525.897536,394,3741.346786
2033.62939,527,3748.567548
1190.076116,311,3749.749293
2302.178744,599,3751.894757
2132.531126,551,3753.930699
2873.162408,760,3766.441593
1822.377643,466,3768.346038
1220.464468,319,3769.569183
1934.676607,505,3771.587631
1422.346461,368,3773.084444
2052.687493,535,3780.94284
3038.217932,784,3783.800516
1477.226347,390,3785.33183
1043.272105,278,3786.400367
4996.160504,1280,3796.878358
2937.831054,751,3799.83679
3657.150577,966,3809.540154
1194.475312,311,3810.739967
3909.486551,1007,3820.243246
2159.102956,567,3822.428601
5635.129977,1456,3833.741848
1893.090992,486,3835.49795
732.016862,215,3836.265346
1373.8884,357,3837.557752
6418.011272,1695,3851.913274
1058.261146,284,3852.992087
4327.581721,1141,3864.340681
1799.087455,465,3866.281758
1860.935024,478,3868.19941
1295.941579,334,3869.478086
3014.390294,774,3878.499615
4768.519527,1245,3883.363197
3240.113362,834,3894.238535
2341.58283,610,3896.771553
2049.708676,531,3898.99432
1591.715871,410,3900.57107
1584.302745,402,3923.189309
3105.022076,787,3926.320458
5370.868617,1393,3939.637623
2371.093407,617,3941.967577
1252.575814,327,3943.228616
2153.586973,567,3945.437243
2458.969234,651,3955.97598
4079.706323,1071,3959.959361
4537.79728,1179,3972.211281
1987.428706,507,3974.032151
1790.175672,465,3975.756006
7478.725935,1928,3989.479178
2829.663349,735,3999.68818
2763.178731,732,4002.552575
2049.156186,534,4004.523759
1290.078626,336,4005.814663
1214.193026,319,4007.016764
2107.470636,560,4016.238433
1424.157992,371,4017.663575
1617.51264,418,4019.221522
2184.10483,574,4021.428539
2951.277634,774,4032.428883
1489.783516,384,4033.811111
3933.970658,1013,4037.475578
1488.707464,384,4044.946414
2229.375744,579,4047.160297
1696.645058,429,4048.764959
1754.155554,454,4050.391432
3346.372861,865,4059.635558
1988.237737,516,4061.777509
2699.988157,697,4064.380124
1958.572023,493,4078.948791
1451.55481,385,4080.459898
3595.781406,943,4084.024782
2698.282943,713,4094.609116
1612.888177,418,4096.237551
3188.281884,809,4099.243311
2108.585646,536,4101.333855
1307.120405,335,4108.519867
3746.197275,980,4112.272083
2109.256269,558,4114.444772
1823.259769,480,4122.634709
1574.265079,400,4124.052523
2328.667613,604,4126.505305
3845.036709,1004,4136.033232
1385.401457,356,4137.351782
1144.742729,303,4138.557
2033.511214,519,4140.560896
1589.878311,413,4142.22546
1189.861368,314,4151.863785
1483.873634,380,4153.374183
2054.097733,528,4155.522493
2968.445809,776,4158.497877
1749.096123,449,4168.602345
2466.382027,632,4170.967209
1569.304496,408,4172.604436
3888.984051,1017,4184.443977
3814.782732,993,4188.128142
3515.612345,921,4199.371646
3450.311692,893,4202.493255
2206.653902,561,4204.45583
2789.016863,727,4213.780079
1728.384887,451,4215.468074
2280.673832,594,4217.656573
6743.035264,1766,4245.337807
2363.916872,613,4247.566511
3922.904656,1027,4259.15682
1716.83048,446,4260.796708
1071.378379,283,4261.905251
1916.38657,498,4263.708047
1666.042422,431,4272.836752
1307.737465,338,4274.128794
1389.547266,357,4275.487557
2637.282949,674,4278.043423
1469.27301,384,4279.558447
3397.996701,895,4291.146364
7199.011646,1875,4306.058651
2032.514746,520,4307.94802
2051.704071,524,4309.92337
2548.857892,659,4320.244481
5323.798594,1402,4325.731054
2766.024196,721,4335.711862
1760.169451,454,4337.470188
4244.065825,1091,4341.491659
4579.994418,1179,4352.619704
3457.292698,905,4356.068169
1967.424049,503,4364.740361
1876.275962,485,4366.641805
1716.883152,446,4368.264724
6957.602349,1809,4380.96523
1913.234162,493,4382.813668
5987.471613,1569,4401.380753
1158.741528,301,4402.63749
3546.524955,916,4414.09991
