# {"t_start": 1542743781.2702985, "env_id": "HopperAdv-v1"} 
r,l,t
11.375031,17,4.850151
5.736671,19,4.89856
5.93873,14,4.933898
12.381306,19,4.983936
6.359687,11,5.01179
30.649028,26,5.074947
10.757167,22,5.130896
10.087817,22,5.190888
8.52072,11,5.217196
38.432651,35,5.302514
8.075383,13,5.334028
7.67435,11,5.362607
12.230086,14,5.398152
9.060983,17,5.44855
10.42835,21,5.502122
11.199404,12,5.531916
11.246122,12,5.561484
17.223925,19,5.609915
28.34538,27,5.67793
13.918003,18,5.728348
9.10536,17,5.774284
15.022942,18,5.820359
37.806533,35,5.934577
23.93692,21,5.997203
9.719607,14,6.041734
13.992636,15,6.085197
11.772826,13,6.118601
5.752834,8,6.138961
5.88613,9,6.1724
5.802419,9,6.199054
8.455855,14,6.240185
7.991257,18,6.291672
10.283178,13,6.33638
33.439783,29,6.423651
7.311511,13,6.460805
11.26055,29,6.55242
7.488972,16,6.597409
24.858768,32,6.688138
4.882556,11,6.722713
7.867664,10,6.761654
20.909325,32,6.862317
13.097244,15,6.905217
21.016302,22,6.966878
11.062733,13,7.004061
22.056214,27,7.098251
10.830278,18,7.156262
20.986671,31,7.24555
88.029715,62,7.41902
9.814508,13,7.454547
9.730054,22,1.701995
5.688835,25,1.776901
7.264357,14,1.81285
14.081366,19,1.8599
7.337273,15,1.898687
17.619668,20,1.94898
9.233054,12,1.979322
16.074698,24,2.038945
28.763047,31,2.138424
13.177906,29,2.205426
39.23837,43,2.308026
14.035778,14,2.345691
3.964069,21,2.403462
8.992046,15,2.442365
28.795171,24,2.503159
7.454534,28,2.578707
8.018159,11,2.609535
6.090029,13,2.648201
33.061727,30,2.721563
10.887081,18,2.767961
7.780557,12,2.799393
9.36483,28,2.868117
8.225392,11,2.894805
8.880093,17,2.93959
16.911333,19,2.986533
7.688698,12,3.015791
7.709838,17,3.054606
11.001949,14,3.086467
48.162722,47,3.212255
4.409913,10,3.23996
10.223111,12,3.275934
8.755574,10,3.30035
34.467124,29,3.390464
10.322474,17,3.437925
31.410679,26,3.511819
8.819966,18,3.566122
4.521394,8,3.591524
7.107297,11,3.624973
13.06089,18,3.671715
51.500171,44,3.799732
11.993459,23,3.866883
5.859465,10,3.898029
13.671426,31,3.990193
16.698231,24,4.064479
7.913391,13,4.099019
27.344665,21,4.161941
15.491798,20,4.218381
15.250404,27,4.28291
31.642953,37,4.372281
10.283888,20,4.422931
9.894009,12,4.467387
6.647692,9,4.499261
51.955767,43,4.627668
7.271026,12,4.657632
11.375031,17,4.700317
5.736671,19,4.756747
5.93873,14,4.800519
12.381306,19,4.851931
6.359687,11,4.880276
30.649028,26,4.946561
10.757167,22,5.001356
10.087817,22,5.055441
8.52072,11,5.082511
38.432651,35,5.171824
8.075383,13,5.221864
7.67435,11,5.259684
12.230086,14,5.307046
9.060983,17,5.353506
10.42835,21,5.414356
11.199404,12,5.450957
11.246122,12,5.483728
17.223925,19,5.530427
28.34538,27,5.598149
13.918003,18,5.641417
9.10536,17,5.690278
15.022942,18,5.736294
37.806533,35,5.825664
23.93692,21,5.874742
9.719607,14,5.917
13.992636,15,5.95777
11.772826,13,5.990975
5.752834,8,6.00856
5.88613,9,6.032062
5.802419,9,6.05484
8.455855,14,6.089145
7.991257,18,6.136663
10.283178,13,6.167587
33.439783,29,6.259771
7.311511,13,6.294762
11.26055,29,6.397339
7.488972,16,6.456321
24.858768,32,6.566219
4.882556,11,6.604477
7.867664,10,6.631653
20.909325,32,6.727505
13.097244,15,6.776095
21.016302,22,6.843344
11.062733,13,6.88955
22.056214,27,6.967442
10.830278,18,7.013267
20.986671,31,7.091265
88.029715,62,7.239018
9.814508,13,7.282019
9.730054,22,1.844239
5.688835,25,1.928708
7.264357,14,1.981386
14.081366,19,2.055115
7.337273,15,2.11027
17.619668,20,2.175916
9.233054,12,2.222789
16.074698,24,2.297731
28.763047,31,2.400819
13.177906,29,2.483358
39.23837,43,2.611549
14.035778,14,2.652068
3.964069,21,2.711995
8.992046,15,2.752052
28.795171,24,2.818428
7.454534,28,2.892882
8.018159,11,2.924786
6.090029,13,2.960744
33.061727,30,3.03875
10.887081,18,3.088101
7.780557,12,3.122035
9.36483,28,3.206113
8.225392,11,3.236959
8.880093,17,3.279346
16.911333,19,3.329541
7.688698,12,3.362323
7.709838,17,3.409098
11.001949,14,3.443752
48.162722,47,3.587071
4.409913,10,3.616133
10.223111,12,3.650443
8.755574,10,3.679768
34.467124,29,3.769758
10.322474,17,3.819596
31.410679,26,3.887714
8.819966,18,3.938073
4.521394,8,3.963314
7.107297,11,3.994658
13.06089,18,4.038959
51.500171,44,4.145076
11.993459,23,4.203104
5.859465,10,4.230925
13.671426,31,4.309652
16.698231,24,4.382399
7.913391,13,4.428796
27.344665,21,4.491652
15.491798,20,4.547363
15.250404,27,4.625868
31.642953,37,4.729143
10.283888,20,4.78326
9.894009,12,4.822815
6.647692,9,4.855884
51.955767,43,4.99257
7.271026,12,5.023352
11.375031,17,5.071589
5.736671,19,5.123987
5.93873,14,5.168513
12.381306,19,5.216908
6.359687,11,5.245651
30.649028,26,5.310909
10.757167,22,5.360805
10.087817,22,5.425889
8.52072,11,5.469944
38.432651,35,5.588847
8.075383,13,5.633864
7.67435,11,5.667283
12.230086,14,5.712518
9.060983,17,5.775621
10.42835,21,5.841423
11.199404,12,5.876822
11.246122,12,5.90657
17.223925,19,5.955777
28.34538,27,6.031516
13.918003,18,6.082841
9.10536,17,6.13281
15.022942,18,6.18203
37.806533,35,6.282688
23.93692,21,6.348525
9.719607,14,6.387647
13.992636,15,6.430785
11.772826,13,6.46829
5.752834,8,6.489883
5.88613,9,6.511531
5.802419,9,6.533283
8.455855,14,6.567365
7.991257,18,6.612718
10.283178,13,6.652846
33.439783,29,6.738321
7.311511,13,6.777642
11.26055,29,6.860046
7.488972,16,6.903311
24.858768,32,6.987472
4.882556,11,7.016497
7.867664,10,7.047242
20.909325,32,7.135241
13.097244,15,7.172693
21.016302,22,7.231179
11.062733,13,7.266573
22.056214,27,7.343403
10.830278,18,7.389717
20.986671,31,7.480429
88.029715,62,7.666443
9.814508,13,7.702837
17.813108,22,13.142449
33.182937,28,13.231864
20.480492,19,13.299614
8.75684,15,13.34179
15.29945,23,13.411095
37.338069,32,13.502975
18.288169,27,13.588682
45.8678,58,13.764692
13.672283,16,13.814231
12.042218,13,13.859713
6.702027,11,13.894808
8.222908,11,13.926458
13.354371,14,13.975558
22.185365,26,14.074458
30.367647,28,14.177331
13.95223,15,14.223815
7.900799,13,14.264354
59.68028,61,14.449361
27.634306,24,14.524523
17.741385,20,14.585941
15.948679,20,14.641915
25.951551,24,14.72213
9.307163,11,14.757157
40.586665,33,14.853338
8.965371,11,14.894229
45.021785,44,15.020439
42.902977,31,15.11454
37.740822,48,15.257959
36.634014,41,15.377348
26.268684,25,15.450119
22.491331,41,15.566102
39.331631,32,15.662566
9.242005,25,15.740225
11.612122,18,15.80001
24.85712,22,15.865086
14.004402,16,15.914133
102.397361,60,16.102339
10.902681,14,16.143225
8.294155,12,16.186489
9.804787,19,16.249974
48.61935,35,16.351993
29.584546,26,16.456846
14.313716,15,16.499925
13.433617,17,16.557528
7.15417,15,16.60281
11.574646,15,16.655151
12.627137,19,16.715262
11.092991,13,16.753818
13.19384,17,16.803672
41.519193,32,16.925241
9.631829,19,17.005103
105.192671,75,17.246406
7.473539,13,17.291633
15.318756,36,17.410817
11.095491,16,17.462841
29.205363,29,17.554606
29.141008,36,17.658737
6.07472,8,17.687506
66.585507,59,17.849101
66.20475,58,18.017695
17.577612,18,18.068332
15.219948,16,18.11448
24.721708,29,18.209149
22.046687,21,18.283221
11.892002,28,18.369804
14.891946,30,18.452199
13.72634,33,18.534148
12.498407,15,18.578726
24.485837,21,18.640305
6.738759,11,18.674021
6.23521,8,18.699001
6.749352,11,18.732006
11.986039,18,18.782303
25.178421,23,18.840686
11.101341,13,18.875049
4.80814,11,18.909992
21.43945,32,18.99764
39.06933,43,19.119169
109.907282,90,19.377937
39.119042,32,22.463285
33.228295,28,22.543987
6.697236,9,22.577111
21.781732,36,22.685609
44.09373,35,22.783135
19.4958,21,22.841242
29.915087,29,22.91219
7.611671,12,22.941265
15.065003,20,22.998276
150.038445,85,23.225528
4.822672,8,23.250952
44.438349,38,23.356742
70.402894,48,23.513257
19.836031,21,23.578458
153.918428,96,23.849984
125.354492,65,24.029928
34.268169,29,24.12081
75.04327,53,24.310182
24.296256,26,24.397494
33.652628,27,24.49019
83.224667,64,24.663773
58.408425,41,24.77699
14.45545,14,24.814064
26.32967,28,24.895663
47.045462,43,25.021956
17.746374,29,25.114058
62.622151,48,25.264425
8.585461,11,25.295894
87.37136,50,25.447669
16.430581,17,25.491886
79.324766,55,25.625837
160.264442,77,25.871287
76.561457,51,26.031816
19.017575,19,26.099098
23.718764,27,26.172204
121.747114,82,26.43437
48.775649,40,26.568344
35.484336,34,26.670811
45.399356,33,26.754477
72.945762,69,26.949898
135.621895,97,27.25948
32.327708,24,27.340509
17.449364,17,27.394369
7.181646,11,27.427527
122.163056,77,27.676324
26.65517,30,27.767624
23.056493,37,27.887224
85.783992,52,28.047787
139.855011,86,28.357279
14.004643,14,28.398942
27.459125,36,28.490644
12.729732,16,28.542542
84.692318,53,31.744958
200.61978,98,32.042351
147.099876,113,32.333426
83.888856,60,32.489529
12.203282,16,32.532243
12.528641,14,32.570121
57.561454,35,32.675509
155.718383,76,32.901417
27.304378,30,32.988746
184.070627,114,33.308542
113.064457,63,33.535907
162.428984,96,33.83075
10.882315,16,33.876793
106.639473,61,34.062998
99.30911,58,34.23
157.001653,92,34.552908
125.947169,72,34.81128
29.776201,26,34.894218
123.088958,86,35.181674
83.65379,48,35.329392
44.267338,27,35.41516
60.205957,50,35.575644
201.962636,96,35.924617
169.236627,93,36.243469
122.010125,86,36.466942
99.416576,55,36.659943
124.999529,93,36.952852
120.204221,67,37.171084
176.248796,100,37.480388
46.315796,31,37.575676
215.156462,108,37.932192
27.018227,27,41.406984
61.501644,37,41.516907
217.148179,127,41.864948
114.28222,62,42.041507
89.70474,52,42.189149
104.42837,61,42.373574
59.053148,36,42.475142
120.618308,64,42.673241
210.33598,114,43.054942
85.213432,59,43.226327
20.051303,41,43.352377
145.365408,84,43.610231
161.363054,75,43.856359
96.602605,60,44.027508
150.296223,76,44.275589
221.132708,107,44.591734
131.618464,87,44.797593
128.219219,72,44.981463
76.95401,46,45.126277
113.765228,73,45.341046
144.271517,75,45.555348
97.966278,52,45.725213
13.625712,15,45.77665
171.604321,87,46.043025
143.235855,73,46.264798
43.466742,34,46.364885
86.797275,58,46.557686
155.373926,77,46.813783
95.97351,53,46.973885
201.629684,111,47.308555
69.023396,41,47.427961
135.801719,70,51.359689
46.128584,33,51.464706
200.7609,88,51.775541
147.653755,75,52.017478
144.599121,74,52.306453
233.521902,107,52.662654
159.550533,76,52.903075
174.126263,102,53.252373
137.62455,74,53.530257
234.167608,105,53.88042
154.34711,74,54.119938
230.222596,99,54.399265
154.00875,89,54.70745
208.827236,104,55.065952
157.365516,80,55.31686
214.330769,101,55.673363
124.403793,66,55.890906
210.333089,103,56.227412
203.934225,101,56.566931
164.34193,78,56.830805
139.55437,74,57.079603
253.018023,115,57.480282
190.813178,89,57.768067
128.079536,65,57.978903
179.21177,81,61.385689
239.682207,112,61.727461
66.708176,44,61.849815
135.844595,72,62.076807
233.51121,107,62.394607
198.586735,102,62.705909
189.992731,87,62.977801
201.124442,91,63.250691
208.381292,96,63.522648
219.551462,108,63.802448
223.22881,99,64.101281
174.312833,88,64.338299
205.048804,91,64.610754
199.185619,89,64.867731
105.657722,62,65.070606
213.184941,103,65.374804
230.409661,105,65.728099
202.978659,96,66.03342
201.580333,91,66.326749
213.830425,102,66.668556
227.855365,106,67.024571
168.175395,80,67.268682
126.816464,74,71.34873
222.97851,100,71.645692
188.149921,95,71.931822
230.359332,106,72.252854
228.129313,104,72.573505
121.953377,66,72.77143
215.697991,97,73.079731
188.73288,87,73.361984
232.153014,114,73.75547
75.663252,45,73.899485
202.70679,90,74.190368
67.390143,40,74.307282
203.210246,91,74.555319
150.572287,81,74.794114
240.207163,116,75.171796
168.153004,86,75.435266
225.151286,99,75.70722
201.214239,91,75.929473
255.75946,124,76.305787
234.029473,114,76.631934
227.525522,103,76.96323
226.33982,99,77.28305
202.406867,90,77.540256
216.347272,98,81.340487
219.98661,97,81.648705
246.796092,121,82.034682
140.642362,71,82.280387
231.210731,103,82.595414
213.205332,94,82.897854
231.122174,107,83.234854
93.69989,52,83.390812
106.06466,61,83.588201
71.84551,43,83.740401
231.931813,104,84.071062
216.743663,98,84.358775
212.412756,94,84.647067
233.699075,117,85.023276
228.022778,106,85.348642
141.419162,72,85.543586
212.041115,95,85.866802
230.857799,109,86.167924
162.346317,79,86.382504
226.353861,100,86.689459
197.774471,93,86.966046
207.916432,96,87.229055
229.497923,107,91.149986
253.103043,112,91.485652
243.018058,111,91.853962
236.628402,112,92.24397
222.609468,102,92.571252
214.880291,96,92.872345
212.753471,95,93.217636
209.260638,99,93.554354
222.275468,96,93.905339
97.974249,55,94.078973
219.189082,99,94.393678
146.396418,73,94.596629
136.958314,74,94.797531
237.874946,111,95.141847
210.363416,93,95.408159
228.313222,102,95.730818
226.249482,99,96.054985
244.849524,117,96.451262
218.654179,96,96.785602
205.191906,108,97.148774
212.02015,99,97.45955
206.187865,91,101.12149
228.721364,100,101.421353
223.262648,102,101.726924
236.923012,110,102.066394
233.536706,106,102.383739
70.611075,43,102.499629
179.872066,84,102.775478
230.020727,101,103.113284
231.237843,110,103.429374
214.929668,96,103.764841
225.086176,98,104.031849
147.489846,73,104.230945
222.639274,101,104.530632
216.703681,101,104.857713
222.246515,98,105.179039
225.151635,106,105.490967
227.375523,100,105.780738
227.015101,103,106.086387
218.656244,96,106.378917
205.079977,94,106.682092
251.81756,111,107.009097
204.084902,95,112.573102
243.942611,106,112.959998
216.493203,96,113.243271
207.088431,92,113.589391
232.602945,103,113.970023
238.938602,107,114.510157
239.471681,111,114.998161
219.111539,98,115.395741
217.457578,98,115.778919
219.308606,96,116.132735
219.364603,97,116.501892
236.185737,110,116.923252
233.333706,104,117.307308
218.58674,98,117.644027
224.910125,104,118.011192
217.101934,98,118.368755
231.547336,103,118.719932
225.443318,101,119.090918
221.896369,98,119.431903
237.5424,111,119.833608
210.591303,96,123.434609
228.758165,100,123.756348
228.690063,98,124.085915
225.028859,99,124.396588
228.150383,103,124.755664
237.949237,114,125.1373
244.013739,113,125.496982
216.03685,98,125.795751
217.549511,95,126.066228
223.651903,101,126.340948
233.571878,106,126.657303
220.369604,98,126.972749
198.031499,89,127.254123
240.776621,115,127.615297
196.692772,90,127.941924
218.980201,97,128.253331
227.534156,102,128.530686
217.938188,95,128.846979
228.97597,105,129.182796
223.126786,100,129.525444
205.941201,94,129.826918
226.160798,101,133.816529
260.607999,111,134.203761
213.728486,95,134.509189
237.355323,111,134.901915
236.786929,106,135.259358
232.307302,106,135.647096
240.040411,104,135.996775
225.353551,108,136.352997
72.57173,43,136.471881
227.751581,102,136.830299
228.012498,101,137.211086
227.701351,104,137.529107
221.604922,102,137.838183
184.037065,87,138.130289
209.419514,98,138.421684
230.672582,102,138.744554
237.144463,105,139.086731
217.789519,97,139.364154
241.931539,109,139.6812
246.549758,119,140.028998
217.839504,97,143.678634
221.950094,109,144.001553
228.513074,101,144.315971
231.232759,105,144.662886
197.534302,89,144.945453
237.257081,109,145.327139
213.419755,94,145.643422
224.54776,99,145.942438
282.299502,144,146.37305
228.029427,103,146.732888
228.337019,100,147.047562
227.192913,106,147.405706
232.911858,105,147.75978
227.000369,110,148.155137
226.705603,100,148.526168
223.551778,100,148.854723
213.08668,95,149.161902
277.007926,113,149.589202
209.81936,93,149.874955
261.218653,131,150.276112
323.334333,141,154.893075
234.465151,102,155.21766
196.909975,89,155.503103
305.931834,126,155.884481
236.445082,105,156.219356
288.273179,147,156.684591
253.329329,107,157.035254
232.886794,103,157.369496
244.463791,119,157.789693
222.732638,100,158.112139
243.026455,110,158.460403
226.514311,103,158.801054
272.979349,114,159.181551
218.536963,99,159.506603
236.803879,109,159.850088
269.425555,111,160.208272
249.522433,109,160.54326
244.483674,108,160.932117
81.494091,48,161.103572
230.977684,100,164.874799
252.613999,110,165.222078
248.741095,106,165.546403
237.674465,101,165.849529
252.40308,109,166.237854
233.44375,111,166.656915
238.930927,107,167.050097
258.724831,112,167.477628
281.326728,126,167.881791
242.605398,102,168.198222
237.426182,105,168.565253
213.001931,94,168.908489
261.523682,111,169.322019
286.828437,128,169.783163
240.255686,109,170.213609
119.157969,62,170.425691
211.94076,95,170.710608
303.148483,128,171.140743
236.271362,103,171.454439
233.23577,102,175.681538
290.842013,121,176.088526
207.947357,90,176.39232
265.400092,109,176.738409
277.017551,126,177.15713
377.742265,155,177.620032
253.830176,106,177.960806
259.31525,106,178.30215
214.236824,95,178.586129
309.441574,123,178.985311
330.176317,134,179.429847
294.411916,123,179.849699
252.570695,110,180.178765
303.354746,126,180.572305
239.811964,107,180.92814
248.196463,106,181.275981
245.736169,116,181.647509
280.137931,116,182.053854
286.980786,114,186.053552
316.387676,128,186.441367
269.509709,122,186.829615
274.57,111,187.183618
328.470936,141,187.63191
229.865582,104,187.955204
322.121568,121,188.355927
364.072134,144,188.787978
331.181622,136,189.23591
290.115509,128,189.634167
237.481579,109,189.98251
234.498125,103,190.300586
311.668383,124,190.741942
341.568887,133,191.158828
287.814612,117,191.556697
277.653633,117,191.977599
338.0942,136,196.488895
320.643214,127,196.906486
362.170452,142,197.375815
311.327596,144,197.906317
359.239018,153,198.403952
279.170456,133,199.026154
304.695914,122,199.806554
304.106603,136,200.399422
317.194863,126,200.814694
326.770958,128,201.248493
295.617885,133,201.64483
275.301123,124,202.032683
360.954598,134,202.450243
314.266534,133,202.925362
253.349931,104,203.263253
317.783652,130,203.652596
353.514771,134,207.539972
329.712289,141,207.94794
253.43485,100,208.259627
314.545013,129,208.676241
366.31001,134,209.103093
317.965048,121,209.478182
338.126777,127,209.869232
279.936013,110,210.220416
328.432167,135,210.652647
298.065649,118,211.043138
335.329646,138,211.486889
296.449219,125,211.882962
252.221148,107,212.26137
299.961026,139,212.739909
285.254462,123,213.12472
255.378604,109,213.44544
306.244515,137,219.838753
377.548703,141,220.293994
442.533982,169,220.841408
356.588922,141,221.297106
339.614333,143,221.778748
370.864351,146,222.208606
298.52478,126,222.627729
339.926337,130,223.055087
512.073701,190,223.715259
329.813521,131,224.153995
300.330699,137,224.618207
298.905579,118,225.006005
468.521675,181,225.581247
343.516726,144,225.997179
285.375084,112,226.359917
294.319055,124,230.474742
299.83663,121,230.866207
385.82569,152,231.383402
356.613382,141,231.880781
363.1193,133,232.406584
359.144268,151,233.056756
283.62448,122,233.528533
311.574683,131,233.983964
319.626693,139,234.451905
416.660222,164,234.958767
531.466628,195,235.578264
404.329208,163,236.139225
340.858184,130,236.547484
324.218343,131,236.970392
350.16888,139,241.890925
380.186838,144,242.35804
336.293599,138,242.765568
345.420474,140,243.213591
325.324592,132,243.655127
309.878209,132,244.072445
462.124021,172,244.606504
323.916472,134,245.031506
307.909503,135,245.467727
325.626312,143,245.914941
489.188772,179,246.561929
286.727685,126,246.989786
285.610292,116,247.414335
348.987362,136,247.848388
319.039304,139,248.283639
324.190354,138,252.683939
515.440484,185,253.262709
393.290952,147,253.737022
321.056969,134,254.18224
299.916439,139,254.629004
319.404029,129,255.044502
623.251133,202,255.704588
512.906398,192,256.317756
351.085596,145,256.883827
315.247815,131,257.428842
318.302207,144,257.958503
351.438299,134,258.385059
526.862516,196,258.987377
522.463213,178,263.762438
568.513727,200,264.383716
464.501373,160,264.889805
514.66933,183,265.453284
490.198673,186,266.05941
391.149729,142,266.500251
366.934207,130,266.877301
318.269753,141,267.354954
397.456533,141,267.798418
347.201554,131,268.219999
551.70918,187,268.813318
413.696666,151,269.32715
383.146649,137,269.842851
526.648807,193,274.369364
599.75416,205,275.024082
542.036918,201,275.657417
355.02447,130,276.119344
556.543009,187,276.777629
684.335137,233,277.521971
639.48441,209,278.215536
420.65856,147,278.731829
572.266084,186,279.393446
577.157772,188,280.028263
545.169102,187,285.388711
387.619779,136,285.861624
374.475978,133,286.434911
535.858574,189,287.197721
512.192999,186,287.845373
556.174413,197,288.508499
614.921872,201,289.155007
558.939632,185,289.797817
519.935317,176,290.407656
344.419291,132,290.854386
377.97845,136,291.317501
564.673398,192,291.985182
543.224402,197,297.080312
366.65062,130,297.539259
347.391564,125,297.993764
498.285872,171,298.599734
569.699549,201,299.266448
551.199601,192,299.93521
488.728694,155,300.470139
414.54796,148,300.978654
786.058734,245,301.833653
518.92112,177,302.49277
586.366451,201,303.22393
657.210278,230,303.999583
385.801434,151,309.712112
573.816412,183,310.315068
513.637662,170,310.901489
605.230634,210,311.61104
355.009792,139,312.102622
383.502589,133,312.568132
658.992446,213,313.357059
693.228582,231,314.153068
566.366342,185,314.772436
595.129711,197,315.466004
366.877828,130,315.921044
435.839895,160,316.459866
573.696211,190,321.272458
435.301307,152,321.781824
555.00066,169,322.336134
545.09533,195,323.061783
605.812913,205,323.756958
583.850171,196,324.463425
128.702283,67,324.710179
391.481318,138,325.188584
568.120016,195,325.85056
159.400918,78,326.074499
514.39918,185,326.712473
469.223178,180,327.31199
569.934503,182,334.839694
543.223529,182,335.465381
356.79023,129,335.859116
425.596805,145,336.340415
600.621094,189,336.993212
535.432285,186,337.662194
625.980792,206,338.380763
506.877042,161,338.901998
562.365104,198,339.530549
562.151323,189,340.130824
377.699901,130,340.539041
540.757832,173,341.092916
555.209808,191,346.103768
347.023492,129,346.568771
568.741195,191,347.205851
380.560522,132,347.685195
480.888459,162,348.248438
580.969636,197,348.924824
615.140276,201,349.62612
368.223673,130,350.095199
534.04993,186,350.759811
374.747442,130,351.232695
583.729261,191,351.88495
570.317938,188,352.530785
611.916714,206,358.175337
487.640244,176,358.790783
584.457019,192,359.447773
596.032464,180,360.135349
76.915225,44,360.273688
401.363599,139,360.775105
617.690166,200,361.452636
542.141557,167,362.003824
420.60185,150,362.52422
618.334506,203,363.243959
628.315478,204,363.952278
504.999136,187,364.605824
679.6001,218,370.003
503.574981,173,370.57369
557.890347,181,371.256645
547.136081,187,371.915312
440.451865,147,372.411328
619.01444,204,373.124591
563.471981,186,373.761836
577.665223,182,374.349146
622.100169,195,375.000532
607.189923,200,375.653092
548.496109,184,376.275788
611.011658,186,381.981467
453.964444,149,382.556759
664.091636,220,383.476445
366.082296,129,383.954452
586.131513,181,384.666783
668.889685,210,385.483343
628.937894,200,386.185987
374.284851,133,386.646924
582.383161,177,387.288178
598.717031,193,387.990251
537.397481,173,388.629641
613.378857,203,393.64138
586.216569,191,394.303373
713.659601,222,395.076724
604.945965,192,395.710778
554.710625,184,396.332618
103.143506,57,396.507672
388.783112,134,396.971639
566.538105,181,397.580381
404.416858,139,398.037874
597.449477,190,398.753197
362.838424,129,399.182544
614.99525,201,399.98285
109.32957,60,400.200578
462.518662,150,400.75184
642.69707,209,406.301059
614.370185,188,406.93005
538.661714,187,407.583017
344.701789,128,408.036014
625.034372,185,408.670897
628.310385,205,409.361292
625.62421,198,410.083092
595.736846,194,410.791312
583.628254,187,411.478327
537.774054,172,412.039849
528.022044,180,412.654646
647.1743,198,417.622074
409.411227,140,418.128153
659.039277,202,418.822901
601.359504,194,419.472977
844.260275,277,420.423038
587.943621,177,421.003858
651.408187,210,421.76977
550.3373,177,422.415288
540.281651,181,422.978523
741.513056,237,423.777386
572.330819,197,429.986354
368.197349,133,430.507067
716.331401,228,431.366205
693.010383,206,432.113095
482.073113,156,432.678952
483.429203,156,433.204074
381.919832,135,433.668975
667.624692,201,434.371161
407.679837,139,434.87005
651.236975,200,435.665587
608.201132,188,436.283143
555.1276,175,436.968933
597.591319,180,442.263026
614.222821,178,442.876818
697.238134,220,443.686688
