# {"env_id": "HopperAdv-v1", "t_start": 1542744177.1193388} 
r,l,t
825.096655,253,3845.086583
604.333175,186,3846.420419
802.919438,242,3848.163943
825.608995,246,3849.823563
758.38402,230,3851.316833
713.725334,220,3852.655655
851.212375,250,3912.353615
840.683813,261,3914.14923
621.111223,201,3915.548214
792.775514,239,3917.219779
769.133869,227,3918.787679
651.103953,206,3920.23965
710.992414,219,3921.723099
582.334876,187,3922.896549
827.18655,248,3924.570532
742.164118,224,3926.133281
820.667055,250,3990.46592
663.721169,207,3991.902275
779.991514,234,3993.512052
855.079158,258,3995.253329
609.02029,186,3996.551633
639.936093,200,3997.988791
872.158986,271,3999.952508
781.551079,235,4001.599962
798.532214,239,4064.797229
904.707488,279,4066.688663
861.827819,268,4068.396845
824.988797,249,4070.113382
782.64986,231,4071.722157
861.549519,262,4073.527042
850.70257,260,4075.295094
1102.571562,330,4077.526117
756.892432,235,4152.569532
702.191429,216,4153.994429
866.624186,275,4155.870868
813.206902,242,4157.520976
762.674203,228,4159.080522
657.436957,203,4160.397506
696.223436,214,4161.78895
812.287969,249,4163.426304
750.996264,226,4164.999598
1110.186525,329,4238.160462
943.070026,289,4240.277162
891.57936,273,4242.088843
1185.087829,364,4244.577645
653.207622,206,4245.90772
1096.226433,319,4248.148551
1027.08917,309,4250.196671
1415.378301,425,4335.512174
865.676192,259,4337.187857
944.570376,288,4339.154995
955.454591,294,4341.110911
1350.063666,402,4343.829445
1059.359135,320,4345.80655
784.288625,241,4433.469651
1114.433297,331,4435.640366
852.82952,254,4437.218533
922.210372,269,4438.98125
929.945186,285,4440.941641
1412.031745,423,4443.649222
1055.199168,320,4445.755708
1127.622271,336,4561.435124
917.108956,285,4563.272196
1025.203235,306,4565.226324
1060.29581,322,4567.283144
958.923574,287,4569.129169
1143.65563,345,4571.426783
1302.887302,398,4655.577592
868.171795,261,4657.269605
1123.272518,336,4659.505862
1095.882091,331,4661.652153
955.967668,291,4663.692875
897.575611,276,4665.577863
821.515845,240,4667.065822
