# {"t_start": 1542744308.149929, "env_id": "HopperAdv-v1"} 
r,l,t
602.182059,209,2600.937222
833.547897,257,2602.597396
594.635036,198,2603.832571
724.7083,233,2605.400105
637.625211,214,2606.771455
641.095213,211,2661.335123
590.700762,192,2662.578163
574.988694,195,2663.833008
641.34809,195,2665.164731
725.666121,227,2666.697873
640.069816,210,2668.079488
679.08237,222,2669.652704
566.488907,186,2671.016978
596.326169,200,2672.470469
579.397275,187,2673.707756
616.604893,201,2731.195147
633.604048,194,2732.470168
619.340371,191,2733.653696
629.203742,195,2734.855538
816.577073,250,2736.568293
593.164665,185,2737.861066
593.74258,186,2739.109113
670.469054,214,2740.653715
614.835675,207,2742.013354
597.149017,195,2743.387854
634.484518,208,2744.723972
605.834552,188,2798.425596
618.285051,207,2799.899055
526.284424,176,2801.025246
580.144828,193,2802.303905
612.816797,203,2803.730117
614.717623,189,2805.044683
665.92583,203,2806.309446
624.374988,194,2807.622136
597.979952,193,2808.888564
643.471396,203,2810.167239
637.743531,190,2867.860836
818.246492,246,2869.594128
737.555947,239,2871.074241
719.939075,222,2872.483029
658.003392,215,2873.884266
610.782682,186,2874.997076
678.972095,219,2876.438951
776.019238,238,2878.030471
662.065191,206,2879.448006
702.386184,213,2939.316553
510.55722,176,2940.585967
648.737896,206,2941.955845
567.926771,193,2943.300398
616.397575,193,2944.639033
615.685517,194,2945.946301
807.827597,245,2947.580928
854.539732,256,2949.304656
777.589994,247,2950.968136
602.209771,198,2952.310986
720.789453,216,3017.304902
801.322986,245,3019.000903
656.584817,200,3020.407341
901.358565,285,3022.314939
837.069222,252,3023.98613
572.377618,184,3025.250929
350.233954,133,3026.191979
804.568016,237,3027.841024
614.584687,197,3029.209831
572.788904,198,3030.537495
823.753033,260,3091.806432
838.672519,256,3093.60763
820.742906,252,3095.337512
782.612182,239,3096.923523
722.214223,225,3098.493122
688.481904,210,3099.930589
868.08024,255,3101.826839
661.77614,200,3103.230912
824.631023,244,3169.421937
630.396625,204,3170.814934
738.798623,227,3172.315006
645.292583,192,3173.651113
785.382902,240,3175.295495
716.769187,222,3176.843623
740.789129,223,3178.477567
805.759667,240,3180.149435
706.42196,216,3181.651797
726.084679,225,3183.184519
868.723414,256,3241.882544
614.136703,203,3243.266825
790.215599,242,3244.931722
764.259884,228,3246.46
835.723859,255,3248.225752
644.557666,211,3249.731265
836.439158,252,3251.506612
829.735615,243,3253.337944
543.937045,191,3316.959264
775.875372,234,3318.670328
751.915921,231,3320.219345
631.816327,205,3321.558046
588.604965,202,3322.857327
756.449492,231,3324.480771
700.050072,223,3325.991232
794.732285,242,3327.544202
811.351941,252,3329.260109
671.802594,209,3388.63434
519.702266,178,3389.720427
509.34494,181,3390.827545
741.094248,228,3392.321201
665.568155,204,3393.693196
848.364315,258,3395.493605
644.663692,212,3396.874026
847.967074,253,3398.68188
751.670123,237,3400.244901
536.802276,187,3401.556662
499.927353,176,3465.706548
738.662085,226,3467.306509
748.14949,233,3468.851406
777.284864,247,3470.542553
843.320526,253,3472.17651
757.675884,237,3473.741522
827.816707,243,3475.280414
809.528284,244,3476.947569
833.969198,254,3478.697757
686.144891,216,3537.411686
814.204156,247,3538.974251
819.251825,248,3540.644717
800.04252,237,3542.146323
763.850499,227,3543.630885
882.23318,267,3545.333832
606.182324,211,3546.689743
838.35466,252,3548.324238
822.03976,250,3612.682012
680.080216,215,3614.051596
794.602762,241,3615.733738
684.950517,214,3617.141622
817.871265,249,3618.835972
784.583681,236,3620.506709
500.833521,174,3621.671737
754.883981,233,3623.189913
820.03183,251,3624.797494
904.04529,274,3682.410702
811.60645,244,3684.073326
529.427501,190,3685.321073
874.315811,258,3687.137726
673.171311,220,3688.682472
817.504471,248,3690.338424
787.408507,246,3692.035775
872.260814,259,3693.766428
687.871947,219,3695.245845
860.736965,254,3759.792364
778.581027,236,3761.60316
803.327441,257,3763.407465
857.835383,255,3765.183431
666.363177,206,3766.660232
871.632838,266,3768.538673
823.81338,245,3770.058524
827.947354,249,3771.749451
877.674894,266,3829.569235
756.983732,229,3831.23139
888.009158,268,3833.097752
789.040193,236,3834.719775
897.338007,277,3836.669564
690.689285,212,3838.191739
660.941202,203,3839.68402
866.463149,255,3841.452588
818.781241,240,3906.833575
732.683802,224,3908.446632
762.031576,232,3910.005622
680.016043,204,3911.33508
779.938285,230,3912.908271
876.969329,268,3914.680014
802.569272,237,3916.234369
698.763387,212,3917.569134
859.454685,251,3919.116188
840.968309,254,3975.031107
892.790591,262,3977.123917
844.226324,254,3978.814784
596.113991,205,3980.241068
859.115162,257,3982.004211
853.89357,252,3983.595455
683.998829,205,3984.980845
804.644826,240,3986.62233
688.289596,217,3988.257868
916.57239,279,4054.781327
845.328459,251,4056.45108
809.653053,240,4058.160099
880.269378,259,4059.955959
709.689896,213,4061.351743
901.886928,263,4063.152225
814.582074,248,4064.884096
853.433054,253,4066.476941
836.586724,245,4128.478273
851.76433,254,4130.264162
671.919328,203,4131.637373
841.97452,262,4133.47111
791.310557,238,4135.095526
505.072409,168,4136.326529
644.42621,208,4137.868232
856.887361,267,4139.703679
862.913903,257,4141.443018
882.442241,266,4207.185593
878.899457,257,4208.93414
839.147774,249,4210.6063
712.001411,222,4212.221024
851.850808,247,4213.827144
865.069426,260,4215.670678
894.79922,267,4217.455067
855.905347,261,4219.321132
902.063834,265,4278.545235
811.223834,238,4280.096399
851.87718,256,4281.84457
871.770444,273,4283.728041
894.283463,268,4285.564185
884.330399,269,4287.363528
728.890206,224,4288.830086
802.968666,236,4290.318606
678.913302,211,4355.674097
780.872728,237,4357.274751
759.698241,225,4358.678771
872.967457,256,4360.383943
860.975284,258,4362.118718
897.094683,267,4363.883488
806.765878,241,4365.471389
777.86307,240,4367.033397
850.90368,264,4426.434493
917.530526,284,4428.289519
892.016532,275,4430.135506
674.99582,197,4431.442971
835.786177,245,4433.12747
849.843116,260,4434.901705
709.231805,216,4436.437394
854.544195,253,4438.034681
846.199952,260,4439.740309
905.831715,279,4507.039916
788.024441,233,4508.493136
742.583324,224,4509.967575
862.627463,257,4511.582733
948.411017,282,4513.430979
1021.51728,310,4515.409838
949.432428,292,4517.381965
770.058503,239,4577.929919
835.292288,246,4579.528297
752.71586,239,4581.110431
875.842865,261,4583.014418
863.77249,253,4584.63701
697.466559,208,4586.005133
771.765564,231,4587.548049
796.338024,236,4589.141361
675.576333,200,4590.492839
849.207919,250,4659.732834
911.205678,281,4661.558106
755.960858,226,4663.153308
816.870099,242,4664.747421
669.804384,204,4666.084178
828.675573,246,4667.738013
931.635939,279,4669.645112
884.894361,259,4671.378676
772.407625,251,4732.523681
890.041473,264,4734.361281
854.276201,252,4736.090428
830.768864,245,4737.700697
932.575838,280,4739.598937
793.276195,234,4741.18601
885.956873,268,4742.925827
850.416957,258,4744.593868
771.412086,226,4811.775175
896.544665,264,4813.588922
863.679003,264,4815.440905
754.291137,223,4816.963638
549.972412,189,4818.285537
817.599246,239,4819.958524
864.208671,262,4821.650622
697.078055,213,4822.912661
732.876179,225,4824.422993
617.398693,209,4886.013715
913.722396,288,4887.952585
667.467518,199,4889.258321
1079.032521,319,4891.385869
928.8298,277,4893.279184
792.192869,233,4894.946168
893.054662,266,4896.700228
881.238916,257,4898.417459
831.457722,250,4968.53612
786.199728,230,4970.026386
849.29543,257,4971.641705
1079.658632,325,4973.820487
899.506938,271,4975.682871
1066.611317,317,4977.80032
909.17153,281,4979.694547
897.129364,281,5044.35426
921.623536,270,5046.15161
904.724819,263,5047.830214
762.254695,232,5049.377816
703.270743,208,5050.698724
911.034453,273,5052.495916
933.089159,285,5054.290252
905.160757,267,5056.018613
956.789845,283,5128.891934
842.12644,256,5130.687587
987.74483,301,5132.745084
924.374955,285,5134.700318
1042.188877,314,5137.009946
912.302398,274,5138.835933
924.266049,282,5140.741002
902.636038,273,5205.977869
920.799915,283,5207.725406
877.800977,262,5209.528672
871.131524,267,5211.381257
859.75385,268,5213.287404
922.629266,281,5215.21416
880.758573,268,5216.901047
933.586792,292,5218.833745
653.515035,200,5291.138369
941.360983,286,5293.007091
975.427993,295,5295.141412
879.171107,262,5296.90335
856.337738,250,5298.658672
933.007968,282,5300.696444
908.563135,276,5302.708534
958.105794,292,5304.619389
954.218187,282,5374.818933
824.491427,240,5376.387046
932.007373,279,5378.250983
925.178523,271,5379.998821
1154.801275,351,5382.401159
904.829091,263,5384.088893
1082.389446,321,5386.259321
898.697211,279,5473.546108
722.617692,218,5475.044445
962.675186,289,5477.066553
914.155494,272,5478.853534
918.75379,283,5480.761475
944.295359,276,5482.670898
933.31151,272,5484.51732
986.36837,293,5564.130215
1145.818944,340,5566.299265
936.820318,289,5568.152566
1032.482675,310,5570.415258
1073.629343,321,5572.438044
900.808635,269,5574.261831
1002.035077,306,5576.07274
943.286444,286,5660.749177
912.609898,263,5662.520728
885.802295,256,5664.263565
1233.597947,369,5666.633362
855.736628,252,5668.178884
1119.037217,332,5670.293338
792.77282,231,5671.761669
930.815871,287,5751.683094
961.506081,297,5753.653999
1203.025043,363,5756.175133
920.874356,287,5758.061332
1060.30976,317,5760.272997
875.891134,281,5762.192651
899.53625,286,5764.163812
814.175087,259,5919.362103
926.993605,281,5921.198246
1346.132873,400,5923.796099
1367.553598,406,5926.246469
971.461422,295,5928.074019
1204.386694,361,5930.598593
822.972876,239,6009.773628
1122.745288,331,6011.937188
895.115051,263,6013.738504
1170.904748,345,6016.065049
975.685483,300,6018.258291
1001.587641,297,6020.225888
1013.263232,300,6022.262073
1316.344801,386,6107.444653
1190.605023,357,6109.956837
1189.796347,353,6112.324588
901.731585,263,6114.028525
916.285193,267,6115.791611
729.7558,217,6117.26524
827.351783,238,6118.840011
939.932064,277,6203.253549
932.860356,282,6205.140156
899.667998,273,6206.922497
908.114526,265,6208.736127
916.51806,270,6210.431459
1061.415171,317,6212.489417
1162.439272,350,6214.836353
1180.147138,353,6321.486915
1148.750662,340,6323.695999
932.284153,277,6325.42631
1444.973628,431,6328.111274
979.956916,291,6329.879544
1175.20213,344,6332.006572
1325.073899,403,6414.704584
906.783086,261,6416.407498
1415.63767,414,6419.28732
757.943746,224,6420.760592
997.144289,298,6422.714926
749.977184,224,6424.116424
1156.869823,338,6426.433332
1074.541196,324,6532.195906
1192.424661,355,6534.511172
1175.680137,351,6536.807245
1343.097647,399,6539.395296
765.27346,228,6540.904197
1227.547112,371,6543.363805
1098.753062,325,6849.520879
1103.439394,326,6851.764626
1061.635277,317,6853.948478
982.140523,291,6856.104659
993.060603,297,6858.246008
2101.424483,637,7733.632697
1998.187835,605,7737.371079
1083.782669,321,7739.399368
1012.529149,305,7741.24776
982.396895,293,7743.038889
1194.008585,355,7745.19065
1206.294283,360,7847.56389
1220.545998,369,7849.555712
1129.542212,339,7851.327799
977.03661,292,7852.855475
1361.701063,404,7854.956534
